rank,name,country,category,sales,profits,assets,marketvalue
1413,KawasakiKisenKaisha,Japan,Transportation,5.35,0.09,4.28,2.75
1414,KT&G,SouthKorea,Fooddrink&tobacco,1.71,0.29,3.34,3.95
1415,RyanairHoldings,Ireland,Transportation,0.92,0.26,2.69,4.71
1416,AlitaliaGroup,Italy,Transportation,4.98,0.1,6.03,1.28
1417,KurayaSanseido,Japan,Healthcareequipment&services,10.78,0.04,5.27,1.73
1418,BrotherInds,Japan,Businessservices&supplies,3.46,0.19,2.69,2.75
1419,MedImmune,UnitedStates,Drugs&biotechnology,1.05,0.18,2.79,6.44
1420,ITV,UnitedKingdom,Media,2.36,0.02,3.99,10.79
1421,NewCenturyFinancial,UnitedStates,Diversifiedfinancials,0.98,0.25,8.89,1.72
1422,ChangHwaComBank,Taiwan,Banking,1.38,-0.71,34.69,2.83
1423,Amdocs,UnitedKingdom,Businessservices&supplies,1.57,0.19,2.83,6.07
1424,Amvescap,UnitedKingdom,Diversifiedfinancials,2.07,-0.03,7.34,6.2
1425,USAirwaysGroup,UnitedStates,Transportation,5.5,NA,8.58,0.24
1426,Orient,Japan,Diversifiedfinancials,2.54,-0.87,34.55,1.54
1427,AmadeusGlobalTravel,Spain,Businessservices&supplies,2.43,0.2,1.34,3.6
1428,SchindlerHolding,Switzerland,Capitalgoods,5.71,0.01,3.56,3.89
1429,PlacerDome,Canada,Materials,1.21,0.12,3.96,7.03
1430,WestfieldHoldings,Australia,Diversifiedfinancials,0.74,0.19,2.08,5.79
1431,WatsonPharma,UnitedStates,Drugs&biotechnology,1.46,0.2,3.28,5.3
1432,ShoppersDrugMart,Canada,Retailing,2.56,0.13,1.98,5.15
1433,InternationalPower,UnitedKingdom,Utilities,1.15,0.18,6.47,2.83
1434,Tiffany,UnitedStates,Retailing,1.89,0.19,2.29,5.71
1435,SignetGroup,UnitedKingdom,Retailing,2.65,0.21,2,3.16
1436,Sacyr-Vallehermoso,Spain,Diversifiedfinancials,0.88,0.22,3.75,4.09
1437,CattolicaAssicurazioni,Italy,Insurance,3.87,0.06,12.73,1.99
1438,DailyMail&General,UnitedKingdom,Media,3.22,0.1,3.09,5.22
1439,SMC,Japan,Capitalgoods,1.75,0.13,3.57,7.53
1440,Coca-ColaFemsa,Mexico,Fooddrink&tobacco,1.7,0.25,1.56,4.52
1441,TECOEnergy,UnitedStates,Utilities,2.95,-0.91,10.46,2.78
1442,Peninsular&Oriental,UnitedKingdom,Transportation,4.31,-0.29,5.74,2.93
1443,Seiyu,Japan,Foodmarkets,9.65,-0.77,5.27,2.02
1444,CeskyTelecom,CzechRepublic,Telecommunicationsservices,1.76,0.14,5.2,3.94
1445,ImperialHoldings,SouthAfrica,Transportation,4.32,0.2,2.86,2.18
1446,CircuitCityStores,UnitedStates,Retailing,9.69,-0.09,4.41,2.31
1447,Benq,Taiwan,Technologyhardware&equipment,3.18,0.21,2.36,2.61
1448,OnoPharmaceutical,Japan,Drugs&biotechnology,1.14,0.22,2.94,5
1449,HyundaiMerchantMarine,SouthKorea,Transportation,4.27,0.13,4.85,0.99
1450,Federal-Mogul,UnitedStates,Consumerdurables,5.49,-0.18,8.05,0.02
1451,Severstal,Russia,Materials,2.24,0.19,3.2,4.18
1452,GudangGaram,Indonesia,Fooddrink&tobacco,2.35,0.23,1.73,3.25
1453,PepsiAmericas,UnitedStates,Fooddrink&tobacco,3.24,0.16,3.58,2.74
1454,HovnanianEnterprises,UnitedStates,Construction,3.2,0.26,2.33,2.33
1455,Markel,UnitedStates,Insurance,2.09,0.12,8.53,2.65
1456,NewWorldDevelopmentHong,Kong/China,Construction,2.7,-0.62,14.97,2.47
1457,IndyMacBancorp,UnitedStates,Banking,0.96,0.16,12.07,1.89
1458,PhoenixCos,UnitedStates,Insurance,2.56,-0.04,27.56,1.26
1459,CreditSaison,Japan,Diversifiedfinancials,1.8,-0.05,10.77,4.74
1460,Barloworld,SouthAfrica,Conglomerates,4.98,0.16,3.34,2.05
1461,NipponElectricGlass,Japan,Businessservices&supplies,2.78,0.12,4.15,3.25
1462,MichaelsStores,UnitedStates,Retailing,3,0.16,1.76,3.22
1463,SEM-SamsungElectro,SouthKorea,Technologyhardware&equipment,3.29,0.18,3,2.74
1464,FirstBanCorp,UnitedStates,Banking,0.66,0.15,12.67,1.66
1465,StanCorpFinancial,UnitedStates,Insurance,2.07,0.16,9.99,1.97
1466,Buhrmann,Netherlands,Businessservices&supplies,10.13,-0.17,4.66,1.34
1467,USCommercial,Mexico,Diversifiedfinancials,3.84,0.23,1.5,0.62
1468,OkiElectricIndustry,Japan,Businessservices&supplies,4.95,-0.06,5.05,2.69
1469,KerryGroup,Ireland,Fooddrink&tobacco,3.94,0.11,2.67,3.38
1470,ChesapeakeEnergy,UnitedStates,Oil&gasoperations,1.61,0.27,4.26,2.79
1471,Alberto-Culver,UnitedStates,Household&personalproducts,2.96,0.13,2.03,3.75
1472,Hammerson,UnitedKingdom,Diversifiedfinancials,0.33,0.12,7.01,3.39
1473,FirstMerit,UnitedStates,Banking,0.81,0.15,10.65,2.23
1474,CreditoEmiliano,Italy,Banking,1.36,0.12,19.99,2.02
1475,Applera-AppliedBiosys,UnitedStates,Healthcareequipment&services,1.67,0.2,2.06,4.82
1476,Genzyme-General,UnitedStates,Drugs&biotechnology,1.54,-0.09,4.33,12.41
1477,NurnbergerBeteiligungs,Germany,Insurance,3,-0.03,15.97,0.93
1478,OutbackSteakhouse,UnitedStates,Hotelsrestaurants&leisure,2.61,0.17,1.4,3.41
1479,Westcorp,UnitedStates,Banking,1.36,0.12,14.62,2.16
1480,CHRobinsonWorldwide,UnitedStates,Transportation,3.61,0.11,0.91,3.36
1481,GrupoMexico,Mexico,Materials,2.39,0,8.29,3.49
1482,BCVGroup,Switzerland,Banking,1.19,-0.87,25.27,2.72
1483,SGS,Switzerland,Businessservices&supplies,1.98,0.18,1.63,4.6
1484,LGInternational,SouthKorea,Tradingcompanies,22.57,0.08,2.7,0.45
1485,PCCW,HongKong/China,Telecommunicationsservices,2.58,-1,6.44,3.8
1486,BankofHawaii,UnitedStates,Banking,0.64,0.14,9.46,2.47
1487,DaewooShip&Marine,SouthKorea,Capitalgoods,2.94,0.22,2.98,2.48
1488,Garmin,CaymanIslands,Technologyhardware&equipment,0.57,0.18,0.86,5.19
1489,Investec,UnitedKingdom/SouthAfrica,Diversifiedfinancials,2.06,-0.1,23.46,2.51
1490,GrupoTelevisa,Mexico,Media,2.08,-0.03,5.45,6.42
1491,FultonFinancial,UnitedStates,Banking,0.57,0.14,9.77,2.36
1492,Givaudan,Switzerland,Household&personalproducts,1.94,0.19,3.22,4.46
1493,NobleCorp,CaymanIslands,Oil&gasoperations,0.99,0.17,3.19,5.32
1494,Acerinox,Spain,Materials,2.63,0.18,2.7,3.05
1495,BeckmanCoulter,UnitedStates,Healthcareequipment&services,2.19,0.21,2.56,3.35
1496,HLundbeck,Denmark,Drugs&biotechnology,1.34,0.18,1.3,5.02
1497,Eurotunnel,France/UnitedKingdom,Transportation,1.01,-2.83,14.88,3.29
1498,Saks,UnitedStates,Retailing,5.93,0.07,4.95,2.33
1499,Uniqa,Austria,Insurance,3.16,0,13.67,1.34
1500,Williams-Sonoma,UnitedStates,Retailing,2.61,0.13,1.37,3.84
1501,RylandGroup,UnitedStates,Construction,3.44,0.24,2.01,1.94
1502,SingaporePress,Singapore,Media,0.51,0.22,1.92,4.12
1503,Nok,Japan,Chemicals,2.52,0.11,2.4,5.35
1504,OwensCorning,UnitedStates,Construction,4.9,0.03,7.21,0.02
1505,Inchcape,UnitedKingdom,Tradingcompanies,5.5,0.12,1.99,2.25
1506,JacobsEngineering,UnitedStates,Construction,4.62,0.13,1.67,2.41
1507,Domtar,Canada,Materials,3.69,0.09,4.52,2.73
1508,Cummins,UnitedStates,Capitalgoods,6.3,0.07,5.13,2.19
1509,ToyodaGosei,Japan,Consumerdurables,2.92,0.15,2.37,3.15
1510,AmericanAxle&Mfg,UnitedStates,Consumerdurables,3.68,0.2,2.4,2.13
1511,AmericanNatlIns,UnitedStates,Insurance,2.44,0.05,14.31,2.42
1512,GunmaBank,Japan,Banking,1.21,0.03,47.85,2.21
1513,WilliamHillOrg,UnitedKingdom,Hotelsrestaurants&leisure,5.42,0.03,1.43,3.57
1514,WilmingtonTrust,UnitedStates,Banking,0.63,0.13,8.82,2.45
1515,Scientific-Atlanta,UnitedStates,Technologyhardware&equipment,1.6,0.17,2.09,5.01
1516,HenrySchein,UnitedStates,Healthcareequipment&services,3.15,0.13,1.7,3.11
1517,NetworkAppliance,UnitedStates,Technologyhardware&equipment,1.01,0.12,1.44,7.49
1518,ExpeditorsIntl,UnitedStates,Transportation,2.62,0.12,1.04,4.12
1519,AmerPowerConversion,UnitedStates,Technologyhardware&equipment,1.46,0.18,1.81,4.77
1520,Kawasho,Japan,Tradingcompanies,9.79,0.03,4.22,0.37
1521,IspatInternational,Netherlands,Materials,6,0.07,5.63,0.97
1522,BarrPharmaceuticals,UnitedStates,Drugs&biotechnology,1.15,0.16,1.21,5.31
1523,PoloRalphLauren,UnitedStates,Household&personalproducts,2.52,0.17,2.13,3.17
1524,CRBard,UnitedStates,Healthcareequipment&services,1.43,0.17,1.69,4.92
1525,Synopsys,UnitedStates,Software&services,1.18,0.15,2.31,5.52
1526,SageGroup,UnitedKingdom,Software&services,0.93,0.17,2.04,4.81
1527,Holmen,Sweden,Materials,2.2,0.2,3.66,2.8
1528,BorgWarner,UnitedStates,Consumerdurables,3.07,0.17,3.03,2.56
1529,MandalayResortGroup,UnitedStates,Hotelsrestaurants&leisure,2.1,0.13,4.73,3.15
1530,TataIron&Steel,India,Materials,1.92,0.22,2.69,3.59
1531,ChugokuBank,Japan,Banking,0.98,0.03,46.1,2.17
1532,AtosOrigin,France,Businessservices&supplies,3.81,0.07,3,4.86
1533,RandstadHolding,Netherlands,Businessservices&supplies,5.72,0.06,1.46,3.36
1534,LandAmericaFinancial,UnitedStates,Insurance,3.24,0.23,2.16,1.01
1535,Pilkington,UnitedKingdom,Construction,3.81,0.11,4.28,2.31
1536,Louisiana-Pacific,UnitedStates,Materials,2.3,0.28,3.2,2.48
1537,HarmanInternational,UnitedStates,Technologyhardware&equipment,2.34,0.12,1.74,4.83
1538,Iscor,SouthAfrica,Materials,2.55,0.34,2.46,2.06
1539,SapporoHokuyo,Japan,Banking,1.37,0.02,55.89,1.8
1540,Waters,UnitedStates,Healthcareequipment&services,0.96,0.17,1.13,4.63
1541,NeimanMarcusGroup,UnitedStates,Retailing,3.19,0.14,2.17,2.83
1542,Empire,Canada,Foodmarkets,7.41,0.11,3.15,1.39
1543,VarianMedicalSystems,UnitedStates,Healthcareequipment&services,1.1,0.14,1.08,5.65
1544,MONYGroup,UnitedStates,Insurance,2.32,0.04,21.32,1.47
1545,PusanBank,SouthKorea,Banking,0.91,0.12,12.42,0.89
1546,TokyuLand,Japan,Diversifiedfinancials,4.3,0.04,7.48,1.22
1547,IndependenceCommunity,UnitedStates,Banking,0.55,0.14,9.55,2.19
1548,LegendGroup,China,Technologyhardware&equipment,2.59,0.13,0.87,3.56
1549,Boral,Australia,Construction,2.58,0.19,2.65,2.7
1550,Sigma-Aldrich,UnitedStates,Chemicals,1.3,0.19,1.55,3.95
1551,SsangyongMotor,SouthKorea,Consumerdurables,2.88,0.27,1.85,0.87
1552,Vedior,Netherlands,Businessservices&supplies,7.51,-0.24,1.8,2.78
1553,UTStarcom,UnitedStates,Technologyhardware&equipment,1.96,0.2,2.23,3.5
1554,Storebrand,Norway,Insurance,2.29,-0.13,21.36,1.86
1555,IndlDevBankofIndia,India,Banking,1.56,0.11,15.49,1.08
1556,PotashofSaskatchewan,Canada,Chemicals,2.64,-0.14,4.57,4.37
1557,Finansbank,Turkey,Banking,1.37,0.16,8.34,0.46
1558,HokuginFinancialGroup,Japan,Banking,1.03,0.02,46.65,1.28
1559,AgriculturalBankGreece,Greece,Banking,1.06,0.02,17.48,2.7
1560,SNCFParticipations,France,Transportation,6.7,-0.02,4.72,0.55
1561,MicrochipTechnology,UnitedStates,Semiconductors,0.67,0.12,1.58,6.29
1562,AracruzCelulose,Brazil,Materials,1.06,0.3,2.77,2.87
1563,Bank,Japan,Banking,0.99,0.07,44.08,2.06
1564,ManorCare,UnitedStates,Healthcareequipment&services,3.03,0.12,2.4,3.22
1565,AGEdwards,UnitedStates,Diversifiedfinancials,2.31,0.13,4.18,2.99
1566,Puma,Germany,Household&personalproducts,1.6,0.23,0.53,3.4
1567,voestalpine,Austria,Materials,4.78,0.08,4.84,1.9
1568,M6-MetropoleTelevision,France,Media,1.48,0.17,1.2,4.37
1569,DaeguBank,SouthKorea,Banking,1,0.11,13.87,0.71
1570,NCCGroup,Sweden,Construction,5.2,0.09,4.06,0.75
1571,Cimpor-CimentosPortugal,Portugal,Construction,1.38,0.19,3.36,3.67
1572,Maytag,UnitedStates,Consumerdurables,4.79,0.12,3.02,2.2
1573,USG,UnitedStates,Construction,3.67,0.14,3.8,0.83
1574,Hays,UnitedKingdom,Businessservices&supplies,3.8,-0.86,1.91,4.4
1575,TransAlta,Canada,Utilities,1.94,0.18,4.67,2.58
1576,Financieredel`Odet,France,Transportation,5.75,0.03,5.06,0.78
1577,EspritHoldings,HongKong/China,Retailing,1.59,0.15,0.92,4.71
1578,ArchCapitalGroup,Bermuda,Insurance,1.93,0.24,5.2,1.19
1579,AMBProperty,UnitedStates,Diversifiedfinancials,0.62,0.13,5.42,2.93
1580,OGEEnergy,UnitedStates,Utilities,3.79,0.11,4.35,2.13
1581,KeihinElectricExpress,Japan,Transportation,2.65,0.07,6.11,3.22
1582,JohnsonElectricHoldings,HongKong/China,Capitalgoods,0.96,0.15,0.85,4.73
1583,BeijingDatangPower,China,Utilities,0.97,0.17,3.23,4.05
1584,IyoBank,Japan,Banking,0.91,0.01,34.98,2.1
1585,WHolding,UnitedStates,Banking,0.47,0.11,11.52,2.16
1586,AirCanada,Canada,Transportation,6.25,-0.53,4.72,0.13
1587,BankofKyoto,Japan,Banking,0.81,0.03,38.87,1.71
1588,ImpacMortgageHolding,UnitedStates,Diversifiedfinancials,0.34,0.13,10.67,1.08
1589,Lite-OnTechnology,Taiwan,Technologyhardware&equipment,3.01,0.15,2.6,2.6
1590,BancorpSouth,UnitedStates,Banking,0.72,0.13,10.3,1.73
1591,YamaguchiBank,Japan,Banking,0.73,-0.22,37.31,1.84
1592,Mitsukoshi,Japan,Retailing,7.98,0.05,4.12,2.05
1593,FujiFire&Marine,Japan,Insurance,3.49,-0.04,8.68,1.08
1594,NissayDowaGeneralIns,Japan,Insurance,3.3,-0.04,9.41,1.73
1595,SingaporeTechnologies,Singapore,Aerospace&defense,1.66,0.19,2.38,3.62
1596,DevelopersDiversifiedRealty,UnitedStates,Diversifiedfinancials,0.43,0.18,3.92,3.12
1597,ProvidentFinlGroup,UnitedStates,Banking,1.59,0.09,17.61,1.7
1598,BJ`sWholesaleClub,UnitedStates,Retailing,6.51,0.1,1.7,1.67
1599,Cullen/FrostBankers,UnitedStates,Banking,0.58,0.13,9.65,2.12
1600,HyundaiSouth,Korea,Tradingcompanies,15.11,-0.15,0.83,0.05
1601,Kanematsu,Japan,Tradingcompanies,7.1,0.02,4.28,0.47
1602,AdvanceAutoParts,UnitedStates,Retailing,3.42,0.1,2.01,3.09
1603,Perodua,Malaysia,Consumerdurables,2.44,0.3,2.12,1.42
1604,NantoBank,Japan,Banking,0.78,0.05,34.49,1.16
1605,ReebokInternational,UnitedStates,Household&personalproducts,3.49,0.16,1.99,2.21
1606,Bilfinger&Berger,Germany,Construction,4.16,0.12,3.74,1.34
1607,InvestorsFinancial,UnitedStates,Diversifiedfinancials,0.58,0.09,9.22,2.8
1608,DaishiBank,Japan,Banking,0.69,0.02,34.29,1.34
1609,Danisco,Denmark,Fooddrink&tobacco,2.49,0.15,3.96,2.46
1610,JapanSecuritiesFin,Japan,Diversifiedfinancials,0.24,0.01,34.1,0.53
1611,UBEIndustries,Japan,Chemicals,4.34,0.07,6.25,1.32
1612,Kimberly-ClarkdeMexico,Mexico,Household&personalproducts,1.55,0.22,2.21,3.21
1613,Petsmart,UnitedStates,Retailing,2.9,0.11,1.32,3.46
1614,WPSResources,UnitedStates,Utilities,4.36,0.09,4.29,1.57
1615,Dun&Bradstreet,UnitedStates,Businessservices&supplies,1.34,0.17,1.51,3.97
1616,PogoProducing,UnitedStates,Oil&gasoperations,1.1,0.28,2.56,2.82
1617,FremontGeneral,UnitedStates,Banking,0.74,0.14,8.66,1.5
1618,JurokuBank,Japan,Banking,0.89,-0.28,33.02,1.57
1619,Nishi-NipponBank,Japan,Banking,0.97,-0.06,32.93,0.91
1620,TigerBrands,SouthAfrica,Fooddrink&tobacco,3.32,0.18,1.58,2.09
1621,RanbaxyLaboratories,India,Drugs&biotechnology,0.99,0.16,0.68,4.11
1622,NishimatsuConstruction,Japan,Construction,4.28,0.04,6.23,0.97
1623,PetronasGas,Malaysia,Oil&gasoperations,0.59,0.17,2.62,3.8
1624,Enagas,Spain,Oil&gasoperations,1.97,0.18,3.89,2.83
1625,MDUResources,UnitedStates,Utilities,2.29,0.18,3.33,2.7
1626,ShigaBank,Japan,Banking,0.67,0.02,32.06,1.14
1627,ShenzhenDevelopmentBk,China,Banking,0.73,0.05,19.86,2.41
1628,CanaryWharfGroup,UnitedKingdom,Diversifiedfinancials,0.41,-0.02,11.19,3.08
1629,Doosan,SouthKorea,Tradingcompanies,4.76,-0.22,5.4,0.2
1630,LincareHoldings,UnitedStates,Healthcareequipment&services,1.15,0.23,1.43,3.07
1631,CommercialBankofGreece,Greece,Banking,1.25,0.05,17.74,2.48
1632,Terumo,Japan,Healthcareequipment&services,1.7,0.15,2.35,4.24
1633,HyakugoBank,Japan,Banking,0.7,0.02,30.99,1.32
1634,BeazerHomesUSA,UnitedStates,Construction,3.29,0.18,2.45,1.37
1635,ASMLHolding,Netherlands,Software&services,1.94,-0.16,3.61,9.44
1636,San-InGodoBank,Japan,Banking,0.96,0.05,30.4,1.35
1637,Metso,Finland,Capitalgoods,5.35,-0.32,4.81,1.86
1638,CapitaLand,Singapore,Diversifiedfinancials,2.26,0.06,10.34,2.56
1639,Molex,UnitedStates,Technologyhardware&equipment,1.96,0.1,2.49,6.52
1640,HyakujushiBank,Japan,Banking,0.6,-0.25,28.87,2.08
1641,FederatedInvestors,UnitedStates,Diversifiedfinancials,0.82,0.19,0.88,3.44
1642,UnionBankofIndia,India,Banking,1.08,0.12,10.75,0.55
1643,NSK,Japan,Capitalgoods,4.42,-0.02,4.97,2.24
1644,Kaneka,Japan,Chemicals,3.15,0.11,3.06,2.91
1645,IVAX,UnitedStates,Drugs&biotechnology,1.35,0.13,2.19,5.01
1646,BancaCRFirenze,Italy,Banking,1.5,0.09,18.44,2.07
1647,IsraelDiscountBank,Israel,Banking,1.86,-0.02,29.27,1.06
1648,MontpelierReHoldings,Bermuda,Insurance,0.68,0.38,2.61,2.36
1649,LeucadiaNational,UnitedStates,Diversifiedfinancials,0.32,0.18,2.77,3.5
1650,YamadaDenki,Japan,Retailing,6.72,0.05,2.59,2.6
1651,SembCorpIndustries,Singapore,Capitalgoods,2.73,0.17,3.89,1.5
1652,FirstGroup,UnitedKingdom,Transportation,3.62,0.15,2.73,1.97
1653,HokkaidoBank,Japan,Banking,0.64,-0.47,28.65,0.4
1654,Kanebo,Japan,Household&personalproducts,4.38,0,5.67,0.63
1655,GrupoBimbo,Mexico,Fooddrink&tobacco,4.28,0.1,3.08,2.49
1656,Winn-DixieStores,UnitedStates,Foodmarkets,11.78,0.03,2.68,0.93
1657,HigoBank,Japan,Banking,0.58,0.03,28.13,1.65
1658,OgakiKyoritsuBank,Japan,Banking,0.6,-0.14,27.96,1.78
1659,SumitomoMetalMining,Japan,Materials,3.01,-0.01,3.87,3.77
1660,ShinkoSecurities,Japan,Diversifiedfinancials,0.68,-0.27,18.23,2.38
1661,TokyoLeasing,Japan,Retailing,3.07,0.03,9.02,0.45
1662,TesoroPetroleum,UnitedStates,Oil&gasoperations,8.73,0.06,3.68,1.04
1663,BWBank,Germany,Banking,1.45,0.03,27.41,1.8
1664,LibertyProperty,UnitedStates,Diversifiedfinancials,0.61,0.16,3.76,3.22
1665,ProvidentFinancialPlc,UnitedKingdom,Diversifiedfinancials,1.41,0.19,2.94,3.31
1666,EON-EdaranOtomobil,Malaysia,Retailing,1.96,0.13,8.47,0.55
1667,NomuraResearchInstitute,Japan,Businessservices&supplies,1.97,0.13,2.16,4.34
1668,TaiwanBusinessBank,Taiwan,Banking,1.06,-0.03,26.67,1.21
1669,Autogrill,Italy,Hotelsrestaurants&leisure,3.95,0.01,2.37,3.55
1670,Tatung,Taiwan,Conglomerates,4.37,-0.15,5.53,1.35
1671,SeinoTransportation,Japan,Transportation,3.46,0.12,4.12,1.51
1672,Bemis,UnitedStates,Materials,2.64,0.15,2.29,2.64
1673,Schroders,UnitedKingdom,Diversifiedfinancials,0.75,0.04,7.31,3.88
1674,SanMiguel,Philippines,Fooddrink&tobacco,2.55,0.12,3.31,3.05
1675,StorageTechnology,UnitedStates,Technologyhardware&equipment,2.18,0.15,2.31,3.24
1676,MDCHoldings,UnitedStates,Construction,2.83,0.2,1.83,1.96
1677,CJ,SouthKorea,Fooddrink&tobacco,4.6,0.1,3.63,1.33
1678,Molson,Canada,Fooddrink&tobacco,1.71,0.21,2.66,3.04
1679,IntlFlavors&Frags,UnitedStates,Chemicals,1.9,0.17,2.31,3.47
1680,CSM,Netherlands,Fooddrink&tobacco,3.37,0.16,2.35,1.76
1681,VanLanschot,Netherlands,Diversifiedfinancials,0.86,0.1,11.84,1.48
1682,YanzhouCoalMining,China,Materials,0.77,0.15,1.56,3.95
1683,Fraser&Neave,Singapore,Fooddrink&tobacco,2.1,0.19,4.46,1.8
1684,GrupoFinancieroInbursa,Mexico,Banking,0.76,0.08,6.19,3.77
1685,WesternDigital,UnitedStates,Technologyhardware&equipment,2.94,0.16,1.12,2.3
1686,GreatA&PTea,UnitedStates,Foodmarkets,10.63,-0.12,2.78,0.3
1687,NOVAChemicals,Canada,Chemicals,4.22,0.03,4.41,2.4
1688,Genting,Malaysia,Hotelsrestaurants&leisure,0.93,0.2,3.01,3.15
1689,Diebold,UnitedStates,Businessservices&supplies,1.99,0.14,1.8,3.85
1690,People`sBank,UnitedStates,Banking,0.77,0.06,11.67,2.76
1691,Nidec,Japan,Capitalgoods,2.53,0.05,2.54,6.02
1692,GileadSciences,UnitedStates,Drugs&biotechnology,0.87,-0.07,1.55,11.81
1693,Toda,Japan,Construction,4.57,-0.17,5.08,1.09
1694,FisherScientific,UnitedStates,Healthcareequipment&services,3.56,0.08,2.86,3.5
1695,KagoshimaBank,Japan,Banking,0.65,0.04,25.42,1.17
1696,RegalEntertainmentGroup,UnitedStates,Media,2.21,0.16,2.34,2.97
1697,Allergan,UnitedStates,Drugs&biotechnology,1.77,-0.05,1.75,11.72
1698,HongLeongCredit,Malaysia,Diversifiedfinancials,0.65,0.1,12.53,1.4
1699,WashingtonFederal,UnitedStates,Banking,0.45,0.14,7.54,2.06
1700,GTechHoldings,UnitedStates,Hotelsrestaurants&leisure,1.04,0.18,1.49,3.42
1701,Equifax,UnitedStates,Businessservices&supplies,1.23,0.16,1.55,3.55
1702,Broadcom,UnitedStates,Semiconductors,1.61,-0.96,2.02,11.7
1703,DentsplyIntl,UnitedStates,Healthcareequipment&services,1.57,0.17,2.45,3.45
1704,EMAP,UnitedKingdom,Media,1.53,0.14,1.39,4.31
1705,NeptuneOrientLines,Singapore,Transportation,4.78,-0.34,4.74,1.46
1706,NissinFoodProducts,Japan,Fooddrink&tobacco,2.67,0.12,2.71,2.99
1707,PattersonDental,UnitedStates,Healthcareequipment&services,1.78,0.13,1.42,4.57
1708,FukuokaCityBank,Japan,Banking,0.79,-0.43,24.63,0.4
1709,Cephalon,UnitedStates,Drugs&biotechnology,0.62,0.19,2.34,3.18
1710,DowneyFinancial,UnitedStates,Banking,0.61,0.1,11.65,1.51
1711,HokkokuBank,Japan,Banking,0.61,0.01,24.42,1.77
1712,JeanCoutuGroup,Canada,Retailing,2.96,0.12,1.24,2.72
1713,GuocoGroup,HongKong/China,Diversifiedfinancials,0.25,0.16,4.63,2.51
1714,Allete,UnitedStates,Conglomerates,1.62,0.24,3.1,2.74
1715,DassaultSystemes,France,Software&services,0.81,0.11,0.9,5.35
1716,DowJones,UnitedStates,Media,1.52,0.14,1.3,3.99
1717,CityDevelopments,Singapore,Diversifiedfinancials,1.32,0.09,6.49,3.26
1718,Isetan,Japan,Retailing,5.09,0.07,3.47,2.58
1719,Leopalace21,Japan,Diversifiedfinancials,3.02,0.16,3.42,1.65
1720,Jaccs,Japan,Diversifiedfinancials,1.21,-0.01,23.63,0.73
1721,SurugaBank,Japan,Banking,0.7,0.07,23.49,1.65
1722,HanjinShipping,SouthKorea,Transportation,4.72,0.05,4.71,1.42
1723,MusashinoBank,Japan,Banking,0.49,0.04,23.43,1.02
1724,SonicAutomotive,UnitedStates,Retailing,7.32,0.08,2.43,0.98
1725,MetroInc,Canada,Foodmarkets,4.13,0.12,1.12,1.53
1726,KiyoBank,Japan,Banking,0.52,-0.05,23.34,0.69
1727,SumishoLease,Japan,Diversifiedfinancials,2.91,0.08,8.25,1.22
1728,AmeriCredit,UnitedStates,Diversifiedfinancials,1.03,0.08,8.1,2.94
1729,TohoBank,Japan,Banking,0.57,0.03,23.25,0.84
1730,WeightWatchersIntl,UnitedStates,Businessservices&supplies,0.92,0.13,0.77,4.21
1731,Pentair,UnitedStates,Conglomerates,2.72,0.14,2.78,2.54
1732,BEASystems,UnitedStates,Software&services,0.98,0.11,2.08,5.14
1733,MomijiHoldings,Japan,Banking,0.59,-0.43,22.83,0.38
1734,Group4Falck,Denmark,Businessservices&supplies,4.55,0.09,2.78,2.39
1735,ShanghaiAutomotive,China,Consumerdurables,0.58,0.13,1.29,4.31
1736,BankofNagoya,Japan,Banking,0.63,0.02,22.51,1.03
1737,Maxtor,UnitedStates,Technologyhardware&equipment,4.09,0.1,2.72,2.36
1738,ShirePharmaceuticals,UnitedKingdom,Drugs&biotechnology,1.15,-0.95,5.05,5.01
1739,CentralLeasing,Japan,Diversifiedfinancials,2.96,0.01,8.19,0.39
1740,FreshDelMonte,CaymanIslands,Fooddrink&tobacco,2.4,0.24,1.45,1.44
1741,Sankyo(machinery),Japan,Consumerdurables,1.05,0.16,2.27,3.5
1742,Kyushu-ShinwaHoldings,Japan,Banking,0.56,0.01,22.4,0.6
1743,DenwayMotors,HongKong/China,Consumerdurables,0.19,0.14,0.51,3.91
1744,BankofBermuda,Bermuda,Banking,0.56,0.09,12.85,1.31
1745,JuniperNetworks,UnitedStates,Technologyhardware&equipment,0.7,0.04,2.41,10.37
1746,KeiyoBank,Japan,Banking,0.54,0.02,22.22,0.76
1747,Ebara,Japan,Capitalgoods,4.38,-0.24,4.97,1.32
1748,ErieIndemnity,UnitedStates,Insurance,1.13,0.19,2.75,3.09
1749,KumagaiGumi,Japan,Construction,4.42,-2.5,4.86,0.18
1750,TravisPerkins,UnitedKingdom,Retailing,2.28,0.15,1.52,2.82
1751,JyskeBank,Denmark,Banking,1.15,0.07,21.65,2.02
1752,Maruha,Japan,Fooddrink&tobacco,6.8,0.01,3.75,0.44
1753,Shionogi&Co,Japan,Drugs&biotechnology,2.41,0.05,3.11,5.83
1754,TeekayShipping,Bahamas,Transportation,1.35,0.2,3.62,2.55
1755,Rent-A-Center,UnitedStates,Retailing,2.23,0.18,1.83,2.54
1756,TabCorpHoldings,Australia,Hotelsrestaurants&leisure,1.28,0.17,1.57,3.27
1757,QLogic,UnitedStates,Semiconductors,0.52,0.13,0.93,4.17
